Timestamp,Einstrahlung,P_TOTAL
2021-09-13 18:00:00+02:00,113.55,887.6875
2021-09-13 18:00:01+02:00,113.55,886.2125000000001
2021-09-13 18:00:02+02:00,113.35,889.3188
2021-09-13 18:00:03+02:00,113.25,889.0437000000001
2021-09-13 18:00:04+02:00,113.1,889.1437000000001
2021-09-13 18:00:05+02:00,113.0,890.7563
2021-09-13 18:00:06+02:00,112.85,853.5188
2021-09-13 18:00:07+02:00,,
2021-09-13 18:00:08+02:00,112.7,853.2437
2021-09-13 18:00:09+02:00,,
2021-09-13 18:00:10+02:00,112.55,889.2
2021-09-13 18:00:11+02:00,112.55,854.4125000000001
2021-09-13 18:00:12+02:00,112.5,852.6999000000001
2021-09-13 18:00:13+02:00,112.6,891.4188
2021-09-13 18:00:14+02:00,112.55,889.1312
2021-09-13 18:00:15+02:00,112.6,889.1437000000001
2021-09-13 18:00:16+02:00,112.75,888.9875
2021-09-13 18:00:17+02:00,112.75,887.6625
2021-09-13 18:00:18+02:00,112.85,853.2875000000001
2021-09-13 18:00:19+02:00,,
2021-09-13 18:00:20+02:00,112.85,850.2750000000001
2021-09-13 18:00:21+02:00,113.0,853.1312
2021-09-13 18:00:22+02:00,113.2,889.0437000000001
2021-09-13 18:00:23+02:00,113.25,886.4375
2021-09-13 18:00:24+02:00,113.5,888.0
2021-09-13 18:00:25+02:00,113.55,885.8188
2021-09-13 18:00:26+02:00,113.6,889.1937
2021-09-13 18:00:27+02:00,113.9,889.1375
2021-09-13 18:00:28+02:00,,
2021-09-13 18:00:29+02:00,114.05,889.1937
2021-09-13 18:00:30+02:00,114.1,892.8125
2021-09-13 18:00:31+02:00,114.35,856.4312
2021-09-13 18:00:32+02:00,114.35,856.375
2021-09-13 18:00:33+02:00,114.55,889.3
2021-09-13 18:00:34+02:00,114.65,889.0812
2021-09-13 18:00:35+02:00,114.6,892.2750000000001
2021-09-13 18:00:36+02:00,114.65,888.2
2021-09-13 18:00:37+02:00,,
2021-09-13 18:00:38+02:00,114.8,886.9187
2021-09-13 18:00:39+02:00,114.8,889.2375
2021-09-13 18:00:40+02:00,114.8,889.0812
2021-09-13 18:00:41+02:00,114.8,888.4
2021-09-13 18:00:42+02:00,114.85,887.1625
2021-09-13 18:00:43+02:00,114.85,887.2
2021-09-13 18:00:44+02:00,114.85,886.2687
2021-09-13 18:00:45+02:00,114.85,889.1875
2021-09-13 18:00:46+02:00,114.85,889.1875
2021-09-13 18:00:47+02:00,,
2021-09-13 18:00:48+02:00,114.8,886.2875
2021-09-13 18:00:49+02:00,,
2021-09-13 18:00:50+02:00,114.75,890.8375
2021-09-13 18:00:51+02:00,114.6,889.0312
2021-09-13 18:00:52+02:00,114.55,889.2375
2021-09-13 18:00:53+02:00,114.4,889.625
2021-09-13 18:00:54+02:00,114.3,889.5875
2021-09-13 18:00:55+02:00,114.25,891.6
2021-09-13 18:00:56+02:00,,
2021-09-13 18:00:57+02:00,114.1,888.7375
2021-09-13 18:00:58+02:00,114.05,889.1375
2021-09-13 18:00:59+02:00,113.85,889.0250000000001
2021-09-13 18:01:00+02:00,113.8,888.1062
2021-09-13 18:01:01+02:00,113.6,888.1375
2021-09-13 18:01:02+02:00,113.5,887.9938
2021-09-13 18:01:03+02:00,113.3,889.1375
2021-09-13 18:01:04+02:00,113.1,889.2562
2021-09-13 18:01:05+02:00,113.0,888.4625000000001
2021-09-13 18:01:06+02:00,,
2021-09-13 18:01:07+02:00,112.85,890.6062000000001
2021-09-13 18:01:08+02:00,112.7,850.9187
2021-09-13 18:01:09+02:00,112.55,853.3437000000001
2021-09-13 18:01:10+02:00,112.45,889.2
2021-09-13 18:01:11+02:00,112.3,889.075
2021-09-13 18:01:12+02:00,112.05,888.1
2021-09-13 18:01:13+02:00,112.05,888.125
2021-09-13 18:01:14+02:00,111.8,891.05
2021-09-13 18:01:15+02:00,,
2021-09-13 18:01:16+02:00,111.7,853.3375000000001
2021-09-13 18:01:17+02:00,111.6,853.2312
2021-09-13 18:01:18+02:00,111.35,854.8625000000001
2021-09-13 18:01:19+02:00,111.25,853.2813
2021-09-13 18:01:20+02:00,111.2,853.6001
2021-09-13 18:01:21+02:00,111.05,853.2250000000001
2021-09-13 18:01:22+02:00,111.0,853.3374000000001
2021-09-13 18:01:23+02:00,110.95,853.3374000000001
2021-09-13 18:01:24+02:00,,
2021-09-13 18:01:25+02:00,110.75,852.125
2021-09-13 18:01:26+02:00,110.75,853.0876
2021-09-13 18:01:27+02:00,110.7,854.3562
2021-09-13 18:01:28+02:00,110.6,853.3374000000001
2021-09-13 18:01:29+02:00,110.6,853.2312000000001
2021-09-13 18:01:30+02:00,,
2021-09-13 18:01:31+02:00,110.55,853.6437000000001
2021-09-13 18:01:32+02:00,110.6,853.5688
2021-09-13 18:01:33+02:00,110.6,853.175
2021-09-13 18:01:34+02:00,,
2021-09-13 18:01:35+02:00,110.7,853.175
2021-09-13 18:01:36+02:00,110.7,853.2312000000001
2021-09-13 18:01:37+02:00,110.7,850.625
2021-09-13 18:01:38+02:00,110.75,852.9313
2021-09-13 18:01:39+02:00,110.85,852.1187
2021-09-13 18:01:40+02:00,110.85,853.3437000000001
2021-09-13 18:01:41+02:00,111.0,853.1187
2021-09-13 18:01:42+02:00,111.0,852.1625
2021-09-13 18:01:43+02:00,111.05,853.2375
2021-09-13 18:01:44+02:00,,
2021-09-13 18:01:45+02:00,111.1,852.925
2021-09-13 18:01:46+02:00,111.1,853.3374000000001
2021-09-13 18:01:47+02:00,111.05,853.3374000000001
2021-09-13 18:01:48+02:00,111.05,853.1874
2021-09-13 18:01:49+02:00,111.05,854.5
